condition_id,t,bu,au,bd,ad,su,sd,sau,sad,du,dd
0xsmoke0023,1770007130,0.24,0.26,0.74,0.76,154.1,412.1,118.0,298.1,4667.2,4310.8
0xsmoke0023,1770007135,0.17,0.19,0.81,0.83,56.3,491.0,253.6,181.0,802.3,1149.1
0xsmoke0023,1770007140,0.16,0.18,0.82,0.84,302.0,221.3,182.5,418.2,860.1,2398.9
0xsmoke0023,1770007145,0.1,0.12,0.88,0.9,423.5,369.1,285.8,121.5,2278.9,3780.8
0xsmoke0023,1770007150,0.11,0.13,0.87,0.89,324.7,454.4,304.1,431.4,4571.1,1256.2
0xsmoke0023,1770007155,0.12,0.14,0.86,0.88,494.6,183.2,251.8,240.6,4317.3,556.2
0xsmoke0023,1770007160,0.03,0.05,0.95,0.97,257.8,94.3,250.8,443.4,731.7,1626.4
0xsmoke0023,1770007165,0.13,0.15,0.85,0.87,294.5,391.9,204.0,105.4,2165.3,4236.7
0xsmoke0023,1770007170,0.04,0.06,0.94,0.96,228.5,401.8,313.4,111.6,2212.1,4591.3
0xsmoke0023,1770007175,0.07,0.09,0.91,0.93,393.0,188.8,386.8,124.0,3452.6,4369.9
0xsmoke0023,1770007180,0.12,0.14,0.86,0.88,480.8,97.9,56.0,420.2,2807.1,657.7
0xsmoke0023,1770007185,0.04,0.06,0.94,0.96,278.8,497.7,489.3,445.4,2854.1,4183.9
0xsmoke0023,1770007190,0.11,0.13,0.87,0.89,172.6,386.5,183.1,239.1,859.4,1115.4
0xsmoke0023,1770007195,0.03,0.05,0.95,0.97,427.0,407.4,120.6,294.1,1879.9,1421.8
0xsmoke0023,1770007200,0.01,0.03,0.97,0.99,356.0,466.4,93.8,181.9,3866.7,2740.1
0xsmoke0024,1770086405,0.5,0.52,0.48,0.5,410.7,58.1,475.9,172.5,4310.8,4256.7
0xsmoke0024,1770086410,0.54,0.56,0.44,0.46,328.6,342.0,71.7,242.2,3314.2,1728.6
0xsmoke0024,1770086415,0.5,0.52,0.48,0.5,298.6,350.4,435.3,200.4,3310.8,720.6
0xsmoke0024,1770086420,0.45,0.47,0.53,0.55,416.8,359.7,361.1,302.3,1963.8,4086.5
0xsmoke0024,1770086425,0.47,0.49,0.51,0.53,311.7,98.5,385.4,275.9,3350.5,1266.7
0xsmoke0024,1770086430,0.48,0.5,0.5,0.52,347.1,248.5,375.6,88.2,2112.3,985.8
0xsmoke0024,1770086435,0.41,0.43,0.57,0.59,227.6,386.6,390.3,67.0,3295.3,4119.5
0xsmoke0024,1770086440,0.46,0.48,0.52,0.54,89.9,91.5,249.7,387.7,1002.3,4986.0
0xsmoke0024,1770086445,0.48,0.5,0.5,0.52,56.5,384.7,243.5,129.0,3483.0,3718.0
0xsmoke0024,1770086450,0.39,0.41,0.59,0.61,163.9,131.9,76.9,125.4,2121.2,2018.9
0xsmoke0024,1770086455,0.42,0.44,0.56,0.58,430.0,134.1,86.1,143.9,2488.7,3309.5
0xsmoke0024,1770086460,0.47,0.49,0.51,0.53,118.0,61.9,229.2,499.7,4015.6,4337.5
0xsmoke0024,1770086465,0.44,0.46,0.54,0.56,149.5,341.3,237.5,213.4,3912.7,3029.1
0xsmoke0024,1770086470,0.5,0.52,0.48,0.5,171.7,473.0,345.2,333.3,3918.1,4611.1
0xsmoke0024,1770086475,0.43,0.45,0.55,0.57,168.8,487.6,353.3,449.8,1991.5,4939.9
0xsmoke0024,1770086480,0.38,0.4,0.6,0.62,412.1,460.1,282.7,237.5,2740.5,1080.3
0xsmoke0024,1770086485,0.36,0.38,0.62,0.64,475.4,343.5,87.9,315.4,1619.4,4279.7
0xsmoke0024,1770086490,0.38,0.4,0.6,0.62,57.9,349.5,497.5,381.7,4826.3,959.6
0xsmoke0024,1770086495,0.37,0.39,0.61,0.63,399.1,258.0,130.2,204.2,1784.2,3665.8
0xsmoke0024,1770086500,0.39,0.41,0.59,0.61,381.0,350.6,386.5,465.4,1687.3,1752.9
0xsmoke0024,1770086505,0.43,0.45,0.55,0.57,446.2,349.1,407.1,339.4,1887.5,3043.9
0xsmoke0024,1770086510,0.34,0.36,0.64,0.66,94.3,202.5,413.8,112.5,705.1,1559.8
0xsmoke0024,1770086515,0.37,0.39,0.61,0.63,447.2,173.2,482.2,265.0,3590.4,3505.1
0xsmoke0024,1770086520,0.43,0.45,0.55,0.57,428.6,453.8,262.2,185.4,4715.6,3648.8
0xsmoke0024,1770086525,0.33,0.35,0.65,0.67,123.7,227.6,249.8,416.2,3658.2,2796.4
0xsmoke0024,1770086530,0.43,0.45,0.55,0.57,313.2,438.7,79.0,85.9,4368.0,3808.5
0xsmoke0024,1770086535,0.44,0.46,0.54,0.56,104.2,82.2,194.0,448.5,1363.2,1620.6
0xsmoke0024,1770086540,0.4,0.42,0.58,0.6,133.2,157.6,385.9,435.4,4739.8,701.8
0xsmoke0024,1770086545,0.35,0.37,0.63,0.65,324.8,199.3,383.5,151.4,3220.5,1229.5
0xsmoke0024,1770086550,0.38,0.4,0.6,0.62,409.0,332.4,305.4,219.2,3530.1,4786.2
0xsmoke0024,1770086555,0.33,0.35,0.65,0.67,401.4,183.9,389.5,141.7,3184.0,2145.4
0xsmoke0024,1770086560,0.32,0.34,0.66,0.68,218.6,317.0,382.6,365.4,2436.5,666.4
0xsmoke0024,1770086565,0.27,0.29,0.71,0.73,98.0,220.7,404.9,490.8,3769.4,1013.2
0xsmoke0024,1770086570,0.25,0.27,0.73,0.75,71.3,66.5,381.0,463.4,3381.5,4439.9
0xsmoke0024,1770086575,0.26,0.28,0.72,0.74,88.1,328.7,394.8,272.3,3697.8,2606.0
0xsmoke0024,1770086580,0.29,0.31,0.69,0.71,438.0,143.0,142.1,108.3,2058.6,2309.4
0xsmoke0024,1770086585,0.29,0.31,0.69,0.71,123.3,253.1,55.5,271.3,981.5,1101.2
0xsmoke0024,1770086590,0.25,0.27,0.73,0.75,493.1,412.6,277.7,227.1,3131.5,3335.0
0xsmoke0024,1770086595,0.18,0.2,0.8,0.82,200.8,456.6,477.9,479.5,3315.9,3267.7
0xsmoke0024,1770086600,0.14,0.16,0.84,0.86,236.3,399.2,86.0,157.3,2767.1,3813.0
0xsmoke0024,1770086605,0.18,0.2,0.8,0.82,418.6,308.6,111.1,67.4,2291.6,4198.6
0xsmoke0024,1770086610,0.13,0.15,0.85,0.87,391.9,151.3,453.7,120.3,2286.5,3508.9
0xsmoke0024,1770086615,0.14,0.16,0.84,0.86,198.0,244.9,456.9,260.7,893.3,2101.2
0xsmoke0024,1770086620,0.22,0.24,0.76,0.78,293.4,480.2,278.9,405.7,3876.0,2598.2
0xsmoke0024,1770086625,0.19,0.21,0.79,0.81,257.0,103.8,88.9,101.4,1087.6,869.4
0xsmoke0024,1770086630,0.17,0.19,0.81,0.83,116.9,490.0,232.9,52.1,3472.5,3718.9
0xsmoke0024,1770086635,0.17,0.19,0.81,0.83,160.1,193.1,386.7,331.6,3311.5,4705.7
0xsmoke0024,1770086640,0.08,0.1,0.9,0.92,53.8,224.5,474.6,58.1,2025.0,3939.5
0xsmoke0024,1770086645,0.1,0.12,0.88,0.9,314.5,464.1,290.4,52.0,1010.7,2341.1
0xsmoke0024,1770086650,0.11,0.13,0.87,0.89,347.4,171.2,204.2,402.6,3804.1,4101.1
0xsmoke0024,1770086655,0.14,0.16,0.84,0.86,204.6,336.4,275.9,413.0,2359.4,4597.5
0xsmoke0024,1770086660,0.07,0.09,0.91,0.93,344.3,410.0,494.9,220.2,4478.5,3210.4
0xsmoke0024,1770086665,0.09,0.11,0.89,0.91,165.6,445.5,80.1,495.9,3050.7,3118.8
0xsmoke0024,1770086670,0.06,0.08,0.92,0.94,354.0,119.9,425.8,386.3,1259.4,4048.4
0xsmoke0024,1770086675,0.07,0.09,0.91,0.93,183.4,348.5,362.9,274.9,3621.0,4060.2
0xsmoke0024,1770086680,0.07,0.09,0.91,0.93,423.8,98.5,437.6,477.4,2673.4,4575.5
0xsmoke0024,1770086685,0.03,0.05,0.95,0.97,68.1,250.9,103.9,108.9,2497.6,4882.9
0xsmoke0024,1770086690,0.04,0.06,0.94,0.96,494.5,279.0,258.4,59.4,875.1,4433.6
0xsmoke0024,1770086695,0.08,0.1,0.9,0.92,303.8,451.0,342.7,177.0,4396.6,3779.9
0xsmoke0024,1770086700,0.07,0.09,0.91,0.93,424.2,214.1,430.4,421.6,4584.4,1011.0
0xsmoke0025,1770086705,0.53,0.55,0.45,0.47,190.9,435.9,101.7,444.3,4877.7,2825.0
0xsmoke0025,1770086710,0.46,0.48,0.52,0.54,324.9,453.8,89.6,433.5,2069.8,2327.4
0xsmoke0025,1770086715,0.38,0.4,0.6,0.62,104.8,114.6,356.4,378.3,1514.6,3620.4
0xsmoke0025,1770086720,0.56,0.58,0.42,0.44,62.4,168.0,122.5,253.1,2539.3,2231.7
0xsmoke0025,1770086725,0.46,0.48,0.52,0.54,223.3,136.1,476.3,338.2,4783.3,2531.6
0xsmoke0025,1770086730,0.49,0.51,0.49,0.51,197.8,483.4,174.2,469.0,2036.6,3954.5
0xsmoke0025,1770086735,0.47,0.49,0.51,0.53,400.1,141.9,499.6,273.6,837.3,3571.6
0xsmoke0025,1770086740,0.41,0.43,0.57,0.59,341.6,372.7,141.5,102.1,1106.3,3456.3
0xsmoke0025,1770086745,0.43,0.45,0.55,0.57,196.2,94.1,333.4,426.4,3766.9,2706.1
0xsmoke0025,1770086750,0.46,0.48,0.52,0.54,378.1,435.4,148.7,369.7,3970.4,4985.5
0xsmoke0025,1770086755,0.44,0.46,0.54,0.56,226.8,70.0,122.0,385.0,1725.8,4601.9
0xsmoke0025,1770086760,0.45,0.47,0.53,0.55,408.3,212.2,390.3,247.3,1450.0,1424.8
0xsmoke0025,1770086765,0.44,0.46,0.54,0.56,103.6,440.2,464.9,408.3,521.2,4471.2
0xsmoke0025,1770086770,0.41,0.43,0.57,0.59,429.0,334.1,143.5,184.0,2250.9,1331.1
0xsmoke0025,1770086775,0.42,0.44,0.56,0.58,479.0,225.2,323.7,98.3,4357.9,3881.8
0xsmoke0025,1770086780,0.42,0.44,0.56,0.58,140.5,384.9,75.6,60.6,1033.4,1139.6
0xsmoke0025,1770086785,0.41,0.43,0.57,0.59,402.1,307.3,187.4,402.7,3354.0,775.4
0xsmoke0025,1770086790,0.35,0.37,0.63,0.65,363.0,304.8,227.4,288.6,1593.3,3137.5
0xsmoke0025,1770086795,0.38,0.4,0.6,0.62,494.2,420.6,273.7,490.1,3550.4,3103.2
0xsmoke0025,1770086800,0.39,0.41,0.59,0.61,365.9,495.5,402.8,156.9,765.5,4641.0
0xsmoke0025,1770086805,0.32,0.34,0.66,0.68,312.2,270.2,477.3,69.0,1198.8,1927.2
0xsmoke0025,1770086810,0.47,0.49,0.51,0.53,362.7,320.4,204.2,121.0,574.9,1138.5
0xsmoke0025,1770086815,0.42,0.44,0.56,0.58,279.9,214.7,490.1,464.5,2998.9,1247.5
0xsmoke0025,1770086820,0.43,0.45,0.55,0.57,62.0,347.8,223.3,467.0,1924.0,4331.1
0xsmoke0025,1770086825,0.42,0.44,0.56,0.58,344.1,209.9,414.0,150.9,1220.1,732.5
0xsmoke0025,1770086830,0.44,0.46,0.54,0.56,380.2,258.1,429.4,313.9,2902.0,2744.4
0xsmoke0025,1770086835,0.42,0.44,0.56,0.58,315.8,136.0,87.2,95.9,1243.3,3291.8
0xsmoke0025,1770086840,0.42,0.44,0.56,0.58,182.7,235.9,480.5,166.0,1853.9,1629.3
0xsmoke0025,1770086845,0.41,0.43,0.57,0.59,184.0,423.8,490.7,227.0,4404.6,977.0
0xsmoke0025,1770086850,0.26,0.28,0.72,0.74,420.1,90.6,499.4,229.7,2746.7,4756.1
0xsmoke0025,1770086855,0.34,0.36,0.64,0.66,144.0,255.2,380.8,257.0,4729.2,1400.9
0xsmoke0025,1770086860,0.27,0.29,0.71,0.73,329.6,326.2,357.5,169.2,2497.7,1484.0
0xsmoke0025,1770086865,0.26,0.28,0.72,0.74,199.0,114.5,450.3,204.8,4776.0,2504.2
0xsmoke0025,1770086870,0.25,0.27,0.73,0.75,403.6,282.1,474.8,414.3,4512.8,2892.8
0xsmoke0025,1770086875,0.26,0.28,0.72,0.74,127.8,115.8,290.4,477.8,2988.3,2434.1
0xsmoke0025,1770086880,0.2,0.22,0.78,0.8,218.8,132.9,255.4,256.4,4704.3,2281.4
0xsmoke0025,1770086885,0.23,0.25,0.75,0.77,68.9,205.7,374.9,251.1,855.5,2105.8
0xsmoke0025,1770086890,0.25,0.27,0.73,0.75,480.1,156.8,90.3,390.9,3269.4,2072.9
0xsmoke0025,1770086895,0.21,0.23,0.77,0.79,197.6,348.4,439.6,184.9,4593.8,2383.7
0xsmoke0025,1770086900,0.27,0.29,0.71,0.73,165.4,89.0,140.6,162.9,2469.5,2722.6
0xsmoke0025,1770086905,0.17,0.19,0.81,0.83,211.8,394.5,164.3,265.1,844.5,4514.3
0xsmoke0025,1770086910,0.13,0.15,0.85,0.87,338.3,302.9,269.7,157.6,4208.7,2626.1
0xsmoke0025,1770086915,0.18,0.2,0.8,0.82,94.9,276.7,304.3,174.3,1556.7,4235.9
0xsmoke0025,1770086920,0.21,0.23,0.77,0.79,114.6,413.6,75.8,429.4,4264.8,1056.8
0xsmoke0025,1770086925,0.09,0.11,0.89,0.91,455.2,130.5,344.1,259.1,1150.8,1429.2
0xsmoke0025,1770086930,0.2,0.22,0.78,0.8,352.4,307.4,486.8,187.8,2663.3,2173.4
0xsmoke0025,1770086935,0.14,0.16,0.84,0.86,312.6,403.6,357.7,101.9,1741.7,3319.6
0xsmoke0025,1770086940,0.14,0.16,0.84,0.86,440.5,212.5,256.5,71.7,2835.4,1869.3
0xsmoke0025,1770086945,0.14,0.16,0.84,0.86,320.2,127.1,84.1,370.9,3749.6,4944.3
0xsmoke0025,1770086950,0.12,0.14,0.86,0.88,80.3,84.7,486.8,380.8,1244.1,2404.4
0xsmoke0025,1770086955,0.13,0.15,0.85,0.87,399.5,379.2,467.2,345.8,2321.9,4602.2
0xsmoke0025,1770086960,0.11,0.13,0.87,0.89,381.1,148.8,174.5,322.3,1822.7,4370.1
0xsmoke0025,1770086965,0.1,0.12,0.88,0.9,467.8,320.7,309.4,278.0,1374.1,2077.3
0xsmoke0025,1770086970,0.09,0.11,0.89,0.91,354.9,396.5,237.0,141.0,4078.0,2378.7
0xsmoke0025,1770086975,0.06,0.08,0.92,0.94,80.4,208.5,342.6,468.9,1403.9,4918.7
0xsmoke0025,1770086980,0.05,0.07,0.93,0.95,139.9,56.7,467.9,353.9,3751.5,2360.1
0xsmoke0025,1770086985,0.02,0.04,0.96,0.98,265.3,339.6,174.8,481.8,3982.4,583.4
0xsmoke0025,1770086990,0.06,0.08,0.92,0.94,455.2,386.2,411.1,134.7,4463.1,3462.9
0xsmoke0025,1770086995,0.02,0.04,0.96,0.98,357.4,160.0,454.0,85.4,1704.7,3731.9
0xsmoke0025,1770087000,0.01,0.03,0.97,0.99,447.5,422.2,356.1,212.1,2476.6,1990.6
0xsmoke0026,1770087005,0.52,0.54,0.46,0.48,55.5,166.4,363.1,294.0,1987.3,1966.9
0xsmoke0026,1770087010,0.47,0.49,0.51,0.53,84.5,119.7,329.9,468.2,3590.8,2052.5
0xsmoke0026,1770087015,0.46,0.48,0.52,0.54,110.1,87.1,78.2,305.0,3137.1,1197.6
0xsmoke0026,1770087020,0.54,0.56,0.44,0.46,113.3,279.4,342.1,64.2,1719.7,2896.9
0xsmoke0026,1770087025,0.49,0.51,0.49,0.51,356.8,347.6,82.9,75.9,4371.2,1163.8
0xsmoke0026,1770087030,0.56,0.58,0.42,0.44,428.3,70.0,436.0,344.3,2242.3,1580.6
0xsmoke0026,1770087035,0.52,0.54,0.46,0.48,421.0,141.0,161.1,274.9,4145.2,2376.0
0xsmoke0026,1770087040,0.54,0.56,0.44,0.46,483.3,290.6,403.9,353.0,2966.7,2453.5
0xsmoke0026,1770087045,0.54,0.56,0.44,0.46,424.5,114.8,171.4,144.9,4145.7,1957.4
0xsmoke0026,1770087050,0.57,0.59,0.41,0.43,281.1,480.6,51.7,133.2,4408.0,2557.6
0xsmoke0026,1770087055,0.58,0.6,0.4,0.42,474.7,98.2,57.0,458.0,4190.4,2919.0
0xsmoke0026,1770087060,0.54,0.56,0.44,0.46,400.0,121.0,242.0,127.1,2331.3,525.8
0xsmoke0026,1770087065,0.5,0.52,0.48,0.5,253.7,492.0,220.6,289.3,1179.8,1769.5
0xsmoke0026,1770087070,0.61,0.63,0.37,0.39,488.0,107.4,339.0,424.4,4740.5,3673.3
0xsmoke0026,1770087075,0.54,0.56,0.44,0.46,464.0,282.3,287.5,451.6,572.5,3737.9
0xsmoke0026,1770087080,0.58,0.6,0.4,0.42,351.6,137.3,461.1,157.8,1958.6,4256.3
0xsmoke0026,1770087085,0.59,0.61,0.39,0.41,168.6,265.6,432.5,292.2,1524.6,2171.0
0xsmoke0026,1770087090,0.59,0.61,0.39,0.41,375.8,188.7,135.3,401.3,1866.1,1606.6
0xsmoke0026,1770087095,0.58,0.6,0.4,0.42,153.9,110.2,223.5,134.7,3412.4,965.4
0xsmoke0026,1770087100,0.63,0.65,0.35,0.37,476.8,256.2,451.4,152.6,4036.0,888.4
0xsmoke0026,1770087105,0.57,0.59,0.41,0.43,482.9,361.4,141.2,390.9,4119.9,3444.2
0xsmoke0026,1770087110,0.61,0.63,0.37,0.39,164.1,401.4,151.4,277.7,2279.5,1459.8
0xsmoke0026,1770087115,0.59,0.61,0.39,0.41,448.2,77.7,271.2,267.1,1000.0,876.5
0xsmoke0026,1770087120,0.61,0.63,0.37,0.39,211.2,166.5,164.9,153.0,3371.5,4897.5
0xsmoke0026,1770087125,0.58,0.6,0.4,0.42,229.8,363.9,188.2,107.0,3420.8,2096.2
0xsmoke0026,1770087130,0.54,0.56,0.44,0.46,197.8,445.7,73.9,451.1,3265.1,4247.7
0xsmoke0026,1770087135,0.5,0.52,0.48,0.5,369.8,448.9,127.3,99.5,3070.9,2655.6
0xsmoke0026,1770087140,0.57,0.59,0.41,0.43,212.0,491.0,321.8,324.8,628.3,1744.9
0xsmoke0026,1770087145,0.58,0.6,0.4,0.42,496.7,112.0,277.3,379.1,3296.9,3927.5
0xsmoke0026,1770087150,0.58,0.6,0.4,0.42,123.3,152.5,297.3,284.0,2328.9,4635.3
0xsmoke0026,1770087155,0.64,0.66,0.34,0.36,145.6,320.5,311.9,403.2,3019.2,535.6
0xsmoke0026,1770087160,0.7,0.72,0.28,0.3,132.9,155.7,396.5,483.3,4425.5,1559.8
0xsmoke0026,1770087165,0.73,0.75,0.25,0.27,437.3,428.6,76.1,175.3,3165.4,1380.3
0xsmoke0026,1770087170,0.7,0.72,0.28,0.3,149.4,293.7,371.6,382.2,3046.7,3193.8
0xsmoke0026,1770087175,0.71,0.73,0.27,0.29,407.3,342.7,357.1,456.4,1028.6,672.2
0xsmoke0026,1770087180,0.72,0.74,0.26,0.28,250.8,458.7,188.8,354.4,3628.5,1573.3
0xsmoke0026,1770087185,0.75,0.77,0.23,0.25,238.3,140.8,135.8,257.2,1306.2,3019.9
0xsmoke0026,1770087190,0.81,0.83,0.17,0.19,261.6,304.0,138.9,309.0,4342.2,4318.9
0xsmoke0026,1770087195,0.8,0.82,0.18,0.2,196.0,372.9,315.9,224.0,4249.9,4528.0
0xsmoke0026,1770087200,0.74,0.76,0.24,0.26,162.4,483.2,266.2,205.7,1070.8,4741.9
0xsmoke0026,1770087205,0.75,0.77,0.23,0.25,82.0,131.7,466.0,84.0,3541.1,3061.4
0xsmoke0026,1770087210,0.79,0.81,0.19,0.21,361.2,201.4,331.7,444.6,3076.6,2861.8
0xsmoke0026,1770087215,0.76,0.78,0.22,0.24,133.8,200.1,372.3,305.6,1031.0,4406.1
0xsmoke0026,1770087220,0.81,0.83,0.17,0.19,161.1,117.3,466.2,378.8,1893.1,1366.1
0xsmoke0026,1770087225,0.85,0.87,0.13,0.15,116.0,284.8,350.7,472.1,3587.9,984.4
0xsmoke0026,1770087230,0.83,0.85,0.15,0.17,460.0,171.6,89.6,76.3,4254.4,4701.7
0xsmoke0026,1770087235,0.78,0.8,0.2,0.22,187.8,228.9,130.2,246.3,2623.5,2900.9
0xsmoke0026,1770087240,0.81,0.83,0.17,0.19,488.5,331.7,307.7,422.0,719.8,3138.7
0xsmoke0026,1770087245,0.87,0.89,0.11,0.13,338.5,472.2,81.4,128.0,2080.1,2902.2
0xsmoke0026,1770087250,0.83,0.85,0.15,0.17,380.2,297.1,136.8,276.6,2480.4,1008.7
0xsmoke0026,1770087255,0.85,0.87,0.13,0.15,428.6,326.0,161.1,309.5,1954.9,3417.2
0xsmoke0026,1770087260,0.86,0.88,0.12,0.14,321.4,301.9,466.4,307.0,4021.8,1499.2
0xsmoke0026,1770087265,0.87,0.89,0.11,0.13,195.7,493.4,480.9,160.3,3305.7,820.5
0xsmoke0026,1770087270,0.93,0.95,0.05,0.07,493.3,112.9,378.3,282.0,4970.3,2338.1
0xsmoke0026,1770087275,0.94,0.96,0.04,0.06,318.4,410.0,433.5,341.5,2074.8,3182.5
0xsmoke0026,1770087280,0.94,0.96,0.04,0.06,419.2,334.3,255.1,87.8,1020.6,3404.6
0xsmoke0026,1770087285,0.94,0.96,0.04,0.06,354.5,284.4,229.5,142.1,4312.7,1722.5
0xsmoke0026,1770087290,0.94,0.96,0.04,0.06,95.8,483.5,118.7,276.7,4153.7,1547.7
0xsmoke0026,1770087295,0.97,0.99,0.01,0.03,233.6,483.1,110.2,136.1,2953.3,3566.2
0xsmoke0026,1770087300,0.94,0.96,0.04,0.06,132.1,270.7,79.2,353.0,1980.2,4825.0
0xsmoke0027,1770087305,0.5,0.52,0.48,0.5,73.2,55.4,198.2,167.8,4777.6,4011.4
0xsmoke0027,1770087310,0.51,0.53,0.47,0.49,167.0,80.5,105.6,384.1,755.4,4032.6
0xsmoke0027,1770087315,0.47,0.49,0.51,0.53,357.4,327.4,99.0,390.1,4448.8,997.0
0xsmoke0027,1770087320,0.43,0.45,0.55,0.57,412.8,322.4,363.2,70.8,1522.5,4577.0
0xsmoke0027,1770087325,0.52,0.54,0.46,0.48,148.0,296.2,205.0,134.2,4017.4,3541.1
0xsmoke0027,1770087330,0.51,0.53,0.47,0.49,350.8,55.7,93.1,236.4,658.3,2840.0
0xsmoke0027,1770087335,0.5,0.52,0.48,0.5,166.3,363.7,82.1,89.8,2741.8,628.2
0xsmoke0027,1770087340,0.46,0.48,0.52,0.54,451.2,53.0,409.6,306.3,4885.8,4102.3
0xsmoke0027,1770087345,0.43,0.45,0.55,0.57,434.6,433.8,390.8,457.8,889.6,4119.1
0xsmoke0027,1770087350,0.45,0.47,0.53,0.55,213.3,246.8,100.7,189.9,3715.3,2981.1
0xsmoke0027,1770087355,0.45,0.47,0.53,0.55,164.8,153.1,381.8,480.5,2152.1,2271.0
0xsmoke0027,1770087360,0.46,0.48,0.52,0.54,155.5,459.2,489.6,270.9,4343.3,1473.9
0xsmoke0027,1770087365,0.43,0.45,0.55,0.57,461.0,207.4,337.1,384.8,1133.3,1666.1
0xsmoke0027,1770087370,0.46,0.48,0.52,0.54,166.6,122.3,122.5,402.3,2570.2,3000.6
0xsmoke0027,1770087375,0.42,0.44,0.56,0.58,196.3,345.8,253.3,91.6,2856.2,2745.6
0xsmoke0027,1770087380,0.42,0.44,0.56,0.58,481.9,71.6,327.4,366.6,2658.8,2443.3
0xsmoke0027,1770087385,0.44,0.46,0.54,0.56,293.5,237.4,344.9,323.1,896.3,2114.6
0xsmoke0027,1770087390,0.39,0.41,0.59,0.61,121.6,284.8,336.7,104.0,1400.7,1952.6
0xsmoke0027,1770087395,0.46,0.48,0.52,0.54,106.8,395.1,356.9,411.4,1585.0,2937.0
0xsmoke0027,1770087400,0.32,0.34,0.66,0.68,246.5,306.7,234.6,383.0,3325.4,3881.4
0xsmoke0027,1770087405,0.42,0.44,0.56,0.58,400.4,307.6,164.5,280.9,4758.6,4932.5
0xsmoke0027,1770087410,0.33,0.35,0.65,0.67,352.6,60.2,98.5,217.1,934.4,3428.2
0xsmoke0027,1770087415,0.46,0.48,0.52,0.54,223.4,433.0,210.2,161.2,1778.2,600.8
0xsmoke0027,1770087420,0.46,0.48,0.52,0.54,340.3,237.1,417.8,199.0,1464.0,649.7
0xsmoke0027,1770087425,0.39,0.41,0.59,0.61,252.2,198.7,249.9,74.2,618.2,3542.3
0xsmoke0027,1770087430,0.43,0.45,0.55,0.57,403.6,430.6,212.7,256.1,3942.5,1101.1
0xsmoke0027,1770087435,0.48,0.5,0.5,0.52,215.1,162.1,260.8,341.4,4272.0,4200.5
0xsmoke0027,1770087440,0.44,0.46,0.54,0.56,123.8,202.1,77.0,251.4,2536.0,2855.7
0xsmoke0027,1770087445,0.37,0.39,0.61,0.63,157.6,315.0,75.4,68.0,3850.5,1358.9
0xsmoke0027,1770087450,0.39,0.41,0.59,0.61,160.9,308.6,157.6,348.4,3379.9,2318.0
0xsmoke0027,1770087455,0.31,0.33,0.67,0.69,390.1,112.4,153.2,99.2,3703.0,1362.7
0xsmoke0027,1770087460,0.34,0.36,0.64,0.66,91.7,444.5,385.7,349.1,3643.7,2130.0
0xsmoke0027,1770087465,0.3,0.32,0.68,0.7,58.1,234.4,458.6,62.4,1373.1,2869.3
0xsmoke0027,1770087470,0.29,0.31,0.69,0.71,183.6,388.2,146.5,187.1,1769.0,1424.5
0xsmoke0027,1770087475,0.24,0.26,0.74,0.76,477.2,315.7,164.6,159.4,3604.0,3736.9
0xsmoke0027,1770087480,0.21,0.23,0.77,0.79,111.3,139.5,203.4,242.8,4161.9,893.1
0xsmoke0027,1770087485,0.22,0.24,0.76,0.78,101.9,412.2,369.8,413.5,1928.6,2862.9
0xsmoke0027,1770087490,0.22,0.24,0.76,0.78,59.1,410.1,395.4,245.6,3985.1,3910.0
0xsmoke0027,1770087495,0.2,0.22,0.78,0.8,485.5,473.1,165.3,479.5,2954.7,2795.7
0xsmoke0027,1770087500,0.2,0.22,0.78,0.8,461.9,165.3,104.8,427.5,2489.7,2980.3
0xsmoke0027,1770087505,0.26,0.28,0.72,0.74,445.2,305.6,367.0,395.6,512.8,3022.5
0xsmoke0027,1770087510,0.22,0.24,0.76,0.78,96.7,125.2,80.4,236.4,3990.6,1604.5
0xsmoke0027,1770087515,0.12,0.14,0.86,0.88,80.4,205.1,154.4,480.9,1251.3,4334.4
0xsmoke0027,1770087520,0.18,0.2,0.8,0.82,171.6,238.1,109.0,323.7,3500.8,2490.4
0xsmoke0027,1770087525,0.14,0.16,0.84,0.86,394.9,353.6,388.5,242.9,1200.5,2877.6
0xsmoke0027,1770087530,0.11,0.13,0.87,0.89,116.8,363.1,249.8,354.0,1360.3,1550.3
0xsmoke0027,1770087535,0.13,0.15,0.85,0.87,458.5,360.6,189.0,73.4,2015.3,4010.2
0xsmoke0027,1770087540,0.13,0.15,0.85,0.87,125.0,466.0,140.9,65.8,1096.1,583.4
0xsmoke0027,1770087545,0.15,0.17,0.83,0.85,396.5,265.4,406.5,91.7,3868.2,1113.8
0xsmoke0027,1770087550,0.08,0.1,0.9,0.92,470.5,378.7,378.7,340.6,2155.4,3324.4
0xsmoke0027,1770087555,0.09,0.11,0.89,0.91,405.7,353.4,450.2,426.6,4275.9,926.5
0xsmoke0027,1770087560,0.09,0.11,0.89,0.91,222.0,475.2,322.8,310.2,4214.0,3352.3
0xsmoke0027,1770087565,0.19,0.21,0.79,0.81,263.2,440.3,412.9,77.7,4994.4,2844.7
0xsmoke0027,1770087570,0.09,0.11,0.89,0.91,243.8,474.4,453.3,209.9,3368.8,823.4
0xsmoke0027,1770087575,0.09,0.11,0.89,0.91,83.9,372.4,192.6,118.4,1147.9,4876.1
